NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
4,0,2,45,1,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,14,24,0,0,0,0,0.1130434783,0.2380952381,0,1,1,0,0,0.6173913043,1,0,0,0,0,0,0,0,1,1,0,1,1,-1,1
2,1,2,66,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,22,37,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
2,1,0,44,0,0,0,0,0,0,1,0,0,5,1,1,0,0,0,0,20,1,15,0,0,0,0.2,0.8636363636,1,1,1,0,1,0.0,0,0,0,0,1,0,0,0,1,1,0,-1,-1,1,0
3,1,4,83,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,10,37,28,0,0,0,0.0405405405,0.1785714286,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,1
2,0,4,92,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,73,0,0,0,0,0.6666666667,0.25,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,-1,1,1,0,0,0
1,0,5,71,6,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,17,47,0,0,0,0,0.0952380952,0.2448979592,0,0,0,0,0,0.0119047619,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,0
4,1,4,101,0,0,0,0,0,2,1,0,0,6,1,1,0,0,0,0,21,34,38,0,1,0,0.2307692308,0.0238095238,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
2,0,7,85,1,1,0,0,0,0,0,0,0,13,1,1,0,0,1,0,27,51,0,0,2,0,0.0,0.3333333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
2,1,1,35,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,15,13,0,0,0,0,0.0582524272,0.9111111111,1,1,0,0,0,0.0145631068,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,0
3,2,5,110,0,0,0,0,0,0,0,0,0,40,1,1,0,0,0,0,25,78,0,0,0,0,0.0,1.0,1,1,1,0,1,0.0357142857,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1
1,0,4,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,30,0,0,0,1,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
2,0,4,82,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,62,0,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
3,1,3,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,29,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
3,1,3,60,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,24,29,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
4,1,9,213,2,0,0,1,0,0,1,0,0,55,1,1,0,0,1,0,18,110,77,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
2,0,2,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,16,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
1,0,4,32,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,11,14,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,1
2,0,2,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,17,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
2,0,5,71,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,16,48,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
4,1,1,67,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,32,28,0,0,0,0,0.1224489796,0.8235294118,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,-1,1,0
3,0,3,72,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,7,41,16,0,0,1,0.0,0.0666666667,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
2,1,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0,0,0.0714285714,0.2857142857,0,1,0,0,0,0.0714285714,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
1,0,3,77,6,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,19,51,0,0,0,0,0.3214285714,1.0,1,1,1,0,0,0.0178571429,0,0,0,0,0,1,0,0,1,-1,-1,1,-1,0,0
2,1,4,54,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,29,0,0,0,0,0.058988764,0.9342105263,1,1,1,0,0,0.0533707865,0,0,0,0,0,1,0,0,1,0,-1,1,-1,1,0
4,0,3,50,0,0,0,1,0,0,0,0,0,15,1,1,1,0,0,0,15,28,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
1,0,2,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,17,0,0,0,0,0.2324324324,1.0,0,0,0,0,0,0.027027027,0,0,0,0,1,1,0,0,1,1,-1,1,0,1,0
2,0,3,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,25,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
2,1,2,56,0,0,0,0,0,0,2,1,0,7,1,1,0,0,1,0,19,8,21,0,0,0,0.17,0.1230769231,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
3,1,1,52,0,0,0,0,0,0,1,0,0,6,1,1,0,0,0,0,20,16,8,0,0,0,0.25,0.125,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
3,1,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,23,0,0,0,1,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,0,1,0,1,1,-1,0,-1,-1,1
1,0,5,117,15,0,0,0,0,0,0,0,0,17,1,1,0,0,1,0,15,95,0,0,0,0,0.0666666667,0.1304347826,0,1,1,0,0,0.0533333333,0,0,0,0,1,1,0,0,1,-1,1,1,1,1,0
2,0,2,67,4,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,10,21,28,0,0,0,0.0909090909,0.0,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
3,0,5,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,34,0,0,0,0,0.0,1.0,0,1,1,0,0,1.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
2,0,2,70,0,0,0,0,0,0,2,1,0,5,1,0,0,0,0,0,14,24,24,0,0,0,0.08,0.1538461538,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
1,0,6,88,0,0,0,0,0,0,0,0,0,25,1,1,0,0,1,0,22,59,0,0,0,0,0.0,0.1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
6,2,1,140,3,0,0,0,4,0,2,1,0,27,1,0,0,0,0,0,18,10,104,0,0,0,0.0555555556,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0
2,0,3,66,1,1,0,0,2,0,0,0,0,4,1,1,0,0,0,0,18,41,0,0,0,0,0.0526315789,0.0,0,0,0,0,0,0.0263157895,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
2,0,3,42,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,13,22,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,3,44,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,22,15,0,0,0,0,0.0810810811,0.375,0,1,0,1,0,0.1621621622,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
13,1,11,76,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,14,55,0,0,0,0,0.9743589744,0.0091743119,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
1,0,2,44,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,14,0,0,0,0,0.0,0.1538461538,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,1,2,74,5,0,0,0,0,0,0,0,0,11,1,1,0,0,1,0,24,43,0,0,0,0,0.0474777448,1.0,1,1,0,0,0,0.0474777448,0,0,0,0,0,1,0,0,1,0,-1,1,-1,1,0
2,0,2,131,8,0,0,0,3,1,1,0,0,5,1,1,0,0,1,0,19,68,36,0,0,0,0.1592920354,0.9230769231,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1,0
2,1,5,73,5,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,19,47,0,0,0,0,0.1863354037,1.0,1,1,1,1,0,0.0434782609,0,0,0,0,0,1,0,0,1,0,-1,0,0,1,0
3,0,2,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,26,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,1,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
3,1,4,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,29,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,0,-1,1,1,-1,1
7,6,3,62,0,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,46,9,0,0,2,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,-1,0,1,1,1,-1,1
2,0,2,51,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,27,0,0,0,1,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
3,2,3,39,0,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,23,9,0,0,0,0,0.1699716714,0.16,0,1,0,0,0,0.0028328612,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
1,0,3,83,8,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,11,65,0,0,0,0,0.0093457944,0.8356164384,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,0
2,0,3,166,1,0,0,0,7,0,2,2,0,25,1,1,0,0,1,0,19,52,87,0,0,0,0.0,0.2,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
2,0,2,60,0,0,0,0,0,0,2,1,0,5,1,0,0,0,1,0,15,12,25,0,0,0,0.0131004367,0.1666666667,0,1,0,0,0,0.0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
3,1,2,39,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,16,16,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
1,0,2,54,3,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,17,30,0,0,0,0,0.1282051282,0.3166666667,0,0,0,1,0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
3,0,4,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,24,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3,1,6,147,2,0,0,0,0,0,0,0,0,22,1,1,0,0,1,0,11,129,0,0,0,0,0.0,0.0416666667,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
2,0,6,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,44,0,0,0,0,1.0,1.0,1,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
2,1,5,64,3,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,18,39,0,0,0,0,0.1911764706,0.5714285714,0,1,0,0,0,0.0147058824,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0
2,1,4,56,1,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,14,35,0,0,0,0,0.0980392157,0.9722222222,0,1,0,1,0,0.0718954248,0,0,0,0,0,1,0,0,1,0,-1,0,-1,1,0
2,1,0,66,0,0,0,0,0,0,5,4,0,6,1,0,0,0,0,0,14,1,43,0,0,0,0.2295081967,0.1111111111,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
4,0,4,100,2,0,0,0,0,0,0,0,0,30,1,1,1,0,0,0,13,47,32,0,2,0,0.0,0.0357142857,1,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,1,1,1,1,1
3,1,3,41,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,17,17,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
1,0,2,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,6,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,1,1,56,1,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,22,15,11,0,0,0,0.1129032258,0.619047619,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
4,1,2,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,16,0,0,1,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4,1,13,130,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,108,0,0,0,1,0.9743589744,0.1,1,1,1,1,1,0.0,1,0,0,0,0,0,0,0,1,-1,1,0,0,-1,1
4,1,2,79,2,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,28,36,7,0,0,0,0.2,0.0,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,-1,1,1,0,1,1
2,1,3,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,10,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
2,1,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0,0,0.3783783784,0.3333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
4,1,1,54,0,0,0,0,0,0,1,0,0,14,1,0,0,0,0,0,14,10,22,0,0,0,0.1953125,0.0277777778,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
1,0,5,80,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,49,0,0,0,0,0.2210526316,0.4193548387,0,1,0,0,0,0.0421052632,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
3,1,2,81,1,1,0,0,0,0,0,0,0,19,1,1,0,0,0,0,29,45,0,0,0,0,0.0833333333,0.9285714286,1,1,1,0,0,0.1666666667,1,0,0,0,0,0,0,0,1,-1,-1,1,0,1,1
2,0,4,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,34,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,0,5,71,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,17,47,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
2,1,2,41,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,21,13,0,0,0,0,0.1607142857,0.9743589744,1,0,0,0,0,0.0892857143,0,0,0,0,1,0,0,0,1,1,-1,1,-1,1,0
2,1,2,136,16,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,19,110,0,0,0,0,0.1379310345,0.3157894737,0,1,0,1,0,0.0431034483,0,0,0,0,0,0,0,0,1,-1,-1,0,1,1,0
3,1,2,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,22,0,0,0,0,0.0,0.3305084746,0,1,0,0,0,0.0118110236,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
1,0,4,38,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,14,0,0,0,0,0.0072992701,0.325,0,1,0,0,0,0.9343065693,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
3,1,4,96,7,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,20,69,0,0,0,0,0.0689655172,0.4090909091,0,1,0,1,0,0.0172413793,0,0,0,0,0,1,0,0,1,-1,1,0,0,1,0
2,1,4,70,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,39,0,0,0,0,0.1764705882,0.1785714286,0,1,0,0,0,0.0588235294,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2,1,3,73,4,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,23,43,0,0,0,0,0.0689655172,0.3469387755,0,1,1,0,0,0.0603448276,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
3,1,2,35,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,15,13,0,0,0,0,0.8888888889,0.9333333333,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
2,0,2,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,18,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,1,-1,-1,1
1,0,2,84,7,0,0,0,0,0,0,0,0,13,1,1,0,0,1,0,14,63,0,0,0,0,0.0639534884,0.5806451613,1,1,0,0,0,0.0,0,0,0,0,1,1,0,0,1,-1,1,1,0,1,0
1,0,2,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,11,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
2,0,6,76,1,0,0,0,1,0,1,0,0,8,1,1,0,0,1,0,13,38,17,0,0,0,0.0198915009,0.2115384615,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
2,0,4,67,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,43,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
2,0,2,124,9,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,17,100,0,0,0,0,0.1891891892,0.3670886076,0,1,0,0,0,0.027027027,0,0,0,0,0,1,0,0,1,-1,0,1,0,1,0
3,1,1,47,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,15,13,11,0,0,0,0.375,0.0714285714,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1,0,0,0,0,0.2380952381,1.0,1,0,0,0,0,0.0952380952,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
1,0,5,61,3,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,12,42,0,0,0,1,0.0535714286,1.0,1,1,1,1,0,0.0964285714,0,0,0,0,1,1,0,0,1,0,-1,0,-1,1,0
2,0,5,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,37,0,0,0,0,0.9090909091,0.3846153846,1,1,0,0,0,0.0909090909,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,1
2,1,4,91,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,54,0,0,0,0,0.1351351351,0.3939393939,0,1,1,0,1,0.1351351351,0,0,0,0,0,1,0,0,1,-1,1,-1,0,1,0
1,0,5,63,2,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,26,30,0,0,0,0,0.027027027,0.2631578947,0,1,1,0,0,0.0405405405,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
4,1,3,56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,20,29,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
2,0,2,77,12,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,9,61,0,0,0,0,0.8700564972,0.8787878788,1,0,0,0,0,0.0225988701,0,0,0,0,0,1,0,0,1,-1,-1,1,0,-1,0
1,0,3,127,13,0,0,0,0,0,1,0,0,5,1,1,0,0,1,0,16,93,10,0,0,0,0.4900990099,1.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,0,0
3,1,3,59,3,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,15,37,0,0,0,0,0.0416666667,0.4,0,1,1,0,0,0.0208333333,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
3,1,3,61,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26,28,0,0,0,0,0.8571428571,1.0,0,1,0,0,0,0.1428571429,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
4,2,2,36,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,15,14,0,0,0,0,0.0,0.0714285714,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2,1,2,38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,11,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
3,1,1,55,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,20,20,7,0,0,0,0.0289855072,0.1549295775,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
4,2,4,55,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,21,27,0,0,0,0,0.0,0.1538461538,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2,1,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0,0,0,0,0.075,0.0,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
3,1,2,39,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,16,16,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
3,1,3,82,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,12,29,33,0,0,0,0.0688405797,0.2307692308,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,-1,1,1,0,1,0
6,5,4,88,3,0,0,0,0,0,0,0,0,12,1,1,0,0,1,0,39,42,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,-1,1
1,0,3,125,2,0,0,0,2,0,5,4,0,9,1,0,0,0,1,0,20,32,65,0,0,0,0.0404040404,1.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,0
3,1,3,85,5,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,26,52,0,0,0,0,0.6741573034,0.9879518072,0,1,0,0,0,0.0224719101,1,0,0,1,0,1,0,0,1,-1,-1,1,-1,-1,0
2,1,2,95,7,0,0,0,0,0,1,0,0,3,1,1,0,0,1,0,14,62,11,0,0,0,0.1417322835,0.2769230769,0,1,0,0,0,0.0,0,0,0,0,1,1,0,0,1,-1,0,1,0,1,0
2,0,3,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,18,0,0,0,0,0.3333333333,0.7777777778,0,1,1,1,0,0.6666666667,1,0,0,0,0,0,0,0,1,1,1,0,-1,-1,1
2,0,3,85,9,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,12,66,0,0,0,0,0.1162079511,0.1134751773,0,1,0,0,0,0.0703363914,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
2,1,3,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,12,0,0,0,0,0.1101694915,0.3173076923,0,1,0,0,0,0.0550847458,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
3,1,2,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,13,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
1,0,3,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,10,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
2,0,4,44,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,25,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,0,1,-1,1
3,1,2,99,8,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,25,67,0,0,0,0,0.0949367089,0.1111111111,0,0,0,0,0,0.0063291139,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
2,0,3,78,2,0,0,0,0,4,0,0,0,8,1,1,0,0,1,0,16,55,0,0,0,0,0.0,0.0714285714,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
2,1,3,32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,11,0,0,0,0,0.0,0.0714285714,0,1,0,0,0,1.0,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
5,2,6,87,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,54,0,0,0,0,0.0,0.0083333333,1,1,0,0,0,0.0,0,0,0,0,0,0,0,1,1,-1,1,1,-1,1,1
7,6,3,62,0,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,46,9,0,0,2,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,-1,0,1,1,1,-1,1
4,1,6,83,4,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,26,50,0,0,0,0,0.1090047393,0.8333333333,0,1,0,0,0,0.0142180095,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1,0
3,1,2,58,4,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,13,38,0,0,0,0,0.0,0.3333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
